preco;tamanho (m²);qtd_quartos;qtd_banheiros;qtd_vagas_garagem;bairro;endereco;bairro_tratada;bairro_mais_barato
550000.0;68.0;2;1.0;2;Paquetá;Rua Frei Martinho Burnier;Paquetá;0
566775.0;56.0;2;2.0;1;Santa Terezinha;Avenida Heráclito Mourão de Miranda;Santa Terezinha;0
350000.0;70.0;2;1.0;2;Santa Amélia;Avenida da Sinfonia;Santa Amélia;0
380000.0;93.0;3;1.0;0;Centro;Rua dos Guaranis;Centro;0
797000.0;99.0;3;3.0;2;Buritis;Avenida Deputado Cristóvam Chiaradia;Buritis;0
900000.0;134.0;3;3.0;2;Itapoã;Rua Dona Queridinha;Itapoã;0
829000.0;80.0;3;3.0;2;Floresta;Rua Mucuri;Floresta;0
451860.0;55.0;2;2.0;1;Jardim Atlântico;Rua Carlos Sá;Jardim Atlântico;0
1015000.0;80.0;3;3.0;3;Prado;Rua Nepomuceno;Prado;0
997000.0;155.0;4;4.0;2;Itapoã;Rua Gumercindo Couto e Silva;Itapoã;0
830000.0;86.0;3;3.0;3;Dona Clara;Rua Desembargador Fernando Bhering;Dona Clara;0
420000.0;80.0;2;1.0;2;Candelária;Rua Varzelândia;Candelária;0
1800000.0;136.0;3;4.0;2;Lourdes;Rua São Paulo;Lourdes;0
535000.0;95.0;3;2.0;1;Calafate;Rua Aristóteles Caldeira;Calafate;0
495000.0;95.0;3;3.0;1;Paquetá;Rua Glauber Rocha;Paquetá;0
1350671.0;125.0;3;2.0;3;Palmares;Rua Joaquim Ribeiro Costa;Palmares;0
700000.0;57.0;2;2.0;2;São Bento;Avenida Raja Gabaglia;São Bento;0
1349999.0;113.0;3;2.0;2;Castelo;Rua Castelo de Edimburgo;Castelo;0
390000.0;57.0;3;2.0;1;Castelo;Rua Doutor Fernando Scarpelli;Castelo;0
988000.0;83.0;3;3.0;2;Graça;Rua Juruá;Graça;0
350000.0;50.0;2;1.0;2;Concórdia;Rua Itapeva;Concórdia;0
850000.0;108.0;4;2.0;2;Pampulha;Rua dos Aeroviários;Pampulha;0
750000.0;85.0;3;3.0;1;Santo Antônio;Rua Nunes Vieira;Santo Antônio;0
280000.0;45.0;2;1.0;0;Lagoinha;Rua Itabira;Outros;0
415000.0;49.0;2;1.0;1;Castelo;Avenida Miguel Perrela;Castelo;0
700000.0;96.0;3;2.0;2;Fernão Dias;Rua Queluzita;Fernão Dias;0
560000.0;110.0;3;2.0;1;Cidade Jardim;Rua Perdigão Malheiros;Cidade Jardim;0
1250000.0;131.0;4;4.0;2;Sion;Rua da Groenlândia;Sion;0
1019981.0;60.0;2;3.0;2;Santa Efigênia;Rua Padre Marinho;Santa Efigênia;0
740000.0;67.0;2;2.0;2;Liberdade;Rua Escravo Alexandre;Liberdade;0
950000.0;148.0;3;3.0;6;Santa Rosa;Rua Irmã Eufêmia;Santa Rosa;0
745400.0;83.0;3;2.0;2;Palmares;Avenida Pedro Serafim Ferreira;Palmares;0
690000.0;110.0;3;2.0;2;Itapoã;Rua Doutor Mário Magalhães;Itapoã;0
340000.0;68.0;2;1.0;1;Piratininga;Rua Norma;Piratininga;0
950000.0;112.0;3;2.0;0;Santo Antônio;Rua Abre Campo;Santo Antônio;0
585000.0;105.0;2;2.0;1;Araguaia;Rua Caio Viana Martins;Araguaia;0
789500.0;76.0;3;3.0;2;Ouro Preto;Rua Sena Madureira;Ouro Preto;0
1937162.0;142.0;3;2.0;2;Carmo;Rua Rio Verde;Carmo;0
1025000.0;60.0;2;2.0;2;Santo Agostinho;Rua Juiz de Fora;Santo Agostinho;0
647000.0;68.0;3;2.0;2;Santa Inês;Rua Mantiqueira;Santa Inês;0
890000.0;114.0;3;2.0;2;Esplanada;Rua Boninas;Esplanada;0
862732.0;56.0;1;1.0;2;Santo Agostinho;Rua dos Aimorés;Santo Agostinho;0
795000.0;140.0;4;2.0;2;Santo Antônio;Rua Matipó;Santo Antônio;0
1121905.0;70.0;2;3.0;1;Nova Granada;Avenida Silva Lobo;Nova Granada;0
1200000.0;103.0;3;2.0;2;Buritis;Rua Pedro Natalício de Morais;Buritis;0
1850000.0;190.0;4;3.0;2;Cidade Nova;Rua Vereador Teixeira de Azeredo;Cidade Nova;0
660000.0;106.0;3;3.0;2;Grajaú;Rua Litargírio;Grajaú;0
650000.0;90.0;3;2.0;1;Coração de Jesus;Rua Donato da Fonseca;Coração de Jesus;0
567000.0;44.0;1;1.0;1;Pampulha;Rua General Aranha;Pampulha;0
945000.0;114.0;4;3.0;3;Graça;Rua São Bento;Graça;0
650000.0;75.0;3;1.0;2;Manacás;Rua Maestro George Marinuzzi;Manacás;0
520000.0;106.0;3;2.0;1;Heliópolis;Rua Doutor Alexandre Sartori;Heliópolis;0
245000.0;52.0;2;1.0;1;Jardim Leblon;Rua São Gonçalo do Pará;Jardim Leblon;1
399000.0;43.0;2;1.0;1;São João Batista;Rua Augusto Franco;São João Batista;0
426657.0;53.0;2;2.0;1;Estoril;Rua Paulo Piedade Campos;Estoril;0
860000.0;62.0;2;2.0;0;Cruzeiro;Rua Mestre Lucas;Cruzeiro;0
1052953.0;62.0;2;2.0;2;Lourdes;Rua Santa Catarina;Lourdes;0
310000.0;65.0;3;1.0;1;Santa Mônica;Rua Ministro Oliveira Salazar;Santa Mônica;0
1260000.0;156.0;4;2.0;3;Buritis;Rua Stella Hanriot;Buritis;0
1962000.0;142.0;4;4.0;4;Ouro Preto;Rua José Moura Peçanha;Ouro Preto;0
464000.0;110.0;3;1.0;2;São João Batista;Rua José Aguilar Filho;São João Batista;0
1280000.0;85.0;3;3.0;2;Gutierrez;Rua Ludgero Dolabela;Gutierrez;0
1100000.0;74.0;2;1.0;2;Barro Preto;Rua Juiz de Fora;Barro Preto;0
750000.0;100.0;3;2.0;2;São Pedro;Rua São João Evangelista;São Pedro;0
1150000.0;140.0;4;3.0;4;Liberdade;Rua Doutor Teles;Liberdade;0
500000.0;56.0;2;1.0;1;Dom Cabral;Avenida Edgar da Mata Machado;Outros;0
1275000.0;119.0;4;3.0;3;Sagrada Família;Rua Geraldo Faria de Souza;Sagrada Família;0
575000.0;102.0;2;1.0;1;Brasil Industrial;Rua Ari Abílio Ferreira;Outros;0
1395000.0;138.0;4;1.0;2;Santo Antônio;Rua Rafael Magalhães;Santo Antônio;0
650000.0;150.0;2;2.0;2;Itapoã;Rua Conselheiro Pena;Itapoã;0
540000.0;73.0;3;1.0;2;Miramar;Rua Águia;Outros;0
1490000.0;160.0;4;4.0;3;Palmares;Rua Coronel Jairo Pereira;Palmares;0
560000.0;90.0;3;2.0;1;Sion;Rua Venezuela;Sion;0
490000.0;70.0;3;1.0;0;Lourdes;Rua da Bahia;Lourdes;0
1120000.0;60.0;2;2.0;1;Lourdes;Rua Gonçalves Dias;Lourdes;0
720000.0;48.0;1;2.0;2;Savassi;Rua Professor Moraes;Savassi;0
290000.0;60.0;3;1.0;1;Fernão Dias;Rua José Carvalho Monteiro;Fernão Dias;0
237500.0;44.0;2;1.0;1;Letícia;Rua Doutor Pedro Ruela;Letícia;0
660000.0;62.0;3;2.0;1;Planalto;Avenida Doutor Cristiano Guimarães;Planalto;0
750000.0;63.0;2;2.0;2;São Lucas;Rua Monte Alegre;São Lucas;0
1150000.0;113.0;4;3.0;2;Buritis;Rua Professor Miguel de Souza;Buritis;0
1250000.0;250.0;4;3.0;3;Santo Antônio;Rua Joaquim Murtinho;Santo Antônio;0
1730000.0;148.0;2;1.0;3;Santo Agostinho;Rua Mato Grosso;Santo Agostinho;0
650000.0;86.0;3;3.0;2;Liberdade;Rua Boaventura;Liberdade;0
1100000.0;93.0;3;2.0;2;Caiçaras;Rua Agostinho Bretas;Caiçaras;0
689000.0;109.0;3;3.0;1;Ouro Preto;Rua Sena Madureira;Ouro Preto;0
750000.0;74.0;3;2.0;2;São Lucas;Rua Coronel Fulgêncio;São Lucas;0
532000.0;135.0;2;2.0;1;Nova Floresta;Rua Salgueiro;Nova Floresta;0
1000000.0;131.0;4;3.0;2;Dona Clara;Rua Ministro Ivan Lins;Dona Clara;0
440000.0;51.0;2;2.0;1;Santa Mônica;Rua do Carmelo;Santa Mônica;0
390000.0;85.0;3;1.0;1;Diamante;Rua Maria Elizabet Pessoa;Diamante;0
2600000.0;128.0;3;3.0;2;Lourdes;Rua da Bahia;Lourdes;0
999000.0;120.0;4;3.0;2;Sion;Rua Doutor Astolpho Vieira de Rezende;Sion;0
1320000.0;141.0;3;2.0;3;Itapoã;Rua Gumercindo Couto e Silva;Itapoã;0
350000.0;54.0;2;1.0;1;Manacás;Rua Geraldo Magela de Almeida;Manacás;0
1350000.0;97.0;3;3.0;2;Buritis;Rua José Teófilo Marques;Buritis;0
1469014.0;97.0;3;3.0;2;Santo Antônio;Rua Abre Campo;Santo Antônio;0
377000.0;44.0;2;1.0;1;Jardim dos Comerciários;Rua João Hilbert;Outros;0
690120.0;67.0;2;2.0;2;Serra;Rua Senador Pompéo;Serra;0
365000.0;46.0;2;1.0;1;Palmeiras;Rua Antônio de Andrade Mendes;Palmeiras;0
499000.0;50.0;2;2.0;1;Jardim Atlântico;Rua Augusto Moreira;Jardim Atlântico;0
895000.0;160.0;3;2.0;3;Santa Amélia;Rua dos Expedicionários;Santa Amélia;0
742000.0;65.0;2;2.0;2;Liberdade;Rua Escravo Alexandre;Liberdade;0
1901000.0;161.0;4;4.0;4;Castelo;Rua Castelo de Amieira;Castelo;0
1690000.0;148.0;4;4.0;3;Jaraguá;Rua Garumã;Jaraguá;0
680000.0;65.0;2;2.0;2;Liberdade;Rua Escravo Alexandre;Liberdade;0
885000.0;66.0;3;1.0;2;Santo Antônio;Rua Deputado Álvaro Sales;Santo Antônio;0
2887186.0;138.0;4;5.0;3;Santo Agostinho;Rua Alvarenga Peixoto;Santo Agostinho;0
621454.0;59.0;3;1.0;1;Estoril;Rua Paulo Piedade Campos;Estoril;0
750000.0;105.0;3;2.0;1;Coração de Jesus;Praça Abílio Nunes de Figueiredo;Coração de Jesus;0
499000.0;72.0;2;1.0;1;Santa Amélia;Rua Deputado Salim Nacur;Santa Amélia;0
545000.0;113.0;2;2.0;1;Castelo;Rua Castelo de Sintra;Castelo;0
620000.0;75.0;2;2.0;2;Gutierrez;Rua Gastão da Cunha;Gutierrez;0
630000.0;126.0;3;2.0;1;Santa Amélia;Rua Humberto Rosa Teixeira;Santa Amélia;0
1850000.0;160.0;4;4.0;2;Luxemburgo;Rua Elias Antônio Jorge;Luxemburgo;0
1695000.0;135.0;4;3.0;4;Belvedere;Rua Desembargador Jorge Fontana;Belvedere;0
1320000.0;86.0;3;2.0;2;Cruzeiro;Rua Bambuí;Cruzeiro;0
1320000.0;250.0;3;2.0;4;Fernão Dias;Rua José Mourão;Fernão Dias;0
750000.0;110.0;3;2.0;2;Serra;Rua Guaxupé;Serra;0
620000.0;60.0;3;2.0;2;Copacabana;Rua Viena;Copacabana;0
350000.0;50.0;2;1.0;1;Palmeiras;Rua Antônio de Andrade Mendes;Palmeiras;0
2400000.0;300.0;5;7.0;4;Itapoã;Rua Dona Queridinha;Itapoã;0
780000.0;105.0;3;2.0;2;Suzana;Rua Marechal Rondon;Outros;0
734558.0;83.0;3;2.0;1;Paquetá;Rua Póvoa de Varzim;Paquetá;0
914576.0;72.0;2;3.0;2;Cruzeiro;Rua Pium-I;Cruzeiro;0
780000.0;90.0;3;2.0;2;Santo Antônio;Rua Matipó;Santo Antônio;0
1100000.0;170.0;4;4.0;2;Serra;Rua Senador Pompéo;Serra;0
1090000.0;89.0;3;2.0;2;Buritis;Avenida Senador José Augusto;Buritis;0
699000.0;83.0;3;3.0;1;Castelo;Avenida Miguel Perrela;Castelo;0
435000.0;47.0;3;1.0;1;Palmeiras;Rua Senhora do Porto;Palmeiras;0
750000.0;157.0;5;3.0;1;Silveira;Rua Everardo Vieira;Silveira;0
429000.0;56.0;1;1.0;2;Ouro Preto;Rua Zilah Correa de Araújo;Ouro Preto;0
270000.0;43.0;2;1.0;1;Brasil Industrial;Rua João Ferreira Cardoso;Outros;0
1430000.0;100.0;3;2.0;2;Santo Agostinho;Avenida Olegário Maciel;Santo Agostinho;0
668000.0;64.0;2;2.0;2;Alto Barroca;Rua Armindo Chaves;Alto Barroca;0
1220000.0;147.0;4;3.0;3;Ouro Preto;Rua Randolfo Trindade;Ouro Preto;0
815000.0;65.0;2;2.0;2;Santo Antônio;Rua Teixeira de Freitas;Santo Antônio;0
550000.0;106.0;2;2.0;1;União;Rua Flor-de-guambé;União;0
700000.0;125.0;3;2.0;2;Castelo;Rua Doutor Rubens Guimarães;Castelo;0
1600000.0;70.0;2;3.0;2;Lourdes;Rua dos Aimorés;Lourdes;0
1250000.0;112.0;4;3.0;3;Ipiranga;Rua Conde de Monte Cristo;Ipiranga;0
549000.0;101.0;2;2.0;2;Santa Branca;Rua Norte;Santa Branca;0
1250000.0;226.0;4;3.0;2;Vila Paris;Rua Visconde do Rio das Velhas;Vila Paris;0
799900.0;120.0;3;2.0;2;Itapoã;Rua Professor Baeta Viana;Itapoã;0
750000.0;141.0;3;1.0;2;Santa Mônica;Rua Ministro Oliveira Salazar;Santa Mônica;0
614000.0;75.0;3;2.0;2;União;Rua Otávio Otoni;União;0
1200000.0;176.0;4;4.0;3;Liberdade;Rua Antônio Paulino de Castro;Liberdade;0
1380000.0;126.0;4;3.0;3;Buritis;Rua Tito Guimarães;Buritis;0
750000.0;107.0;3;2.0;1;Luxemburgo;Rua Doutor Sette Câmara;Luxemburgo;0
795000.0;177.0;4;3.0;2;Fernão Dias;Rua Jornalista Lena Santos;Fernão Dias;0
740400.0;83.0;3;2.0;2;Palmares;Avenida Pedro Serafim Ferreira;Palmares;0
820000.0;85.0;3;2.0;2;Buritis;Rua Rubens Caporali Ribeiro;Buritis;0
569900.0;72.0;3;2.0;2;Serrano;Rua Itambé do Mato Dentro;Serrano;0
1650000.0;139.0;4;3.0;4;Palmares;Rua Décio Salema;Palmares;0
1080000.0;116.0;2;2.0;2;Barro Preto;Rua Bernardo Guimarães;Barro Preto;0
570000.0;66.0;3;2.0;2;Sagrada Família;Rua São Lázaro;Sagrada Família;0
909000.0;123.0;3;2.0;3;Itapoã;Rua Sebastião Nepomuceno;Itapoã;0
390100.0;61.0;2;1.0;1;Heliópolis;Rua José Antenor;Heliópolis;0
597000.0;90.0;3;2.0;2;Cidade Jardim;Rua Conde de Linhares;Cidade Jardim;0
581000.0;59.0;3;1.0;1;Estoril;Rua Paulo Piedade Campos;Estoril;0
679000.0;108.0;3;3.0;2;Fernão Dias;Rua José Júlio Ferreira;Fernão Dias;0
850000.0;172.0;3;3.0;2;Padre Eustáquio;Rua Vila Rica;Padre Eustáquio;0
471514.0;57.0;1;1.0;1;Estoril;Rua Paulo Piedade Campos;Estoril;0
729000.0;98.0;3;1.0;2;Graça;Rua Juacema;Graça;0
890000.0;118.0;4;3.0;1;Cidade Nova;Rua Doutor Júlio Otaviano Ferreira;Cidade Nova;0
540000.0;76.0;3;2.0;2;São Geraldo;Rua Arapari;Outros;0
1890000.0;157.0;4;5.0;3;Itapoã;Rua Professor Baeta Viana;Itapoã;0
805000.0;76.0;3;2.0;2;Dona Clara;Rua Bento Mendes Castanheira;Dona Clara;0
548000.0;103.0;3;2.0;2;Santa Mônica;Rua dos Javaês;Santa Mônica;0
1300000.0;226.0;4;3.0;2;Liberdade;Rua Vital Brasil;Liberdade;0
619038.0;61.0;2;2.0;2;Serra;Rua Senador Pompéo;Serra;0
1350000.0;159.0;4;3.0;2;Sion;Rua Venezuela;Sion;0
594113.0;85.0;2;1.0;2;Indaiá;Rua Boaventura;Indaiá;0
1050000.0;80.0;2;2.0;2;Santo Antônio;Rua Marquês de Maricá;Santo Antônio;0
599000.0;130.0;4;3.0;2;São Luiz;Alameda dos Jacarandás;São Luiz;0
1329239.0;71.0;2;3.0;2;Sion;Rua Chicago;Sion;0
1100000.0;177.0;3;1.0;2;Santo Antônio;Rua Guilherme de Almeida;Santo Antônio;0
970000.0;150.0;3;3.0;1;Lourdes;Avenida do Contorno;Lourdes;0
750000.0;87.0;3;2.0;2;Planalto;Rua Hélio Salomão;Planalto;0
700000.0;125.0;3;2.0;4;Planalto;Rua dos Sacramentinos;Planalto;0
680000.0;78.0;1;2.0;2;Buritis;Avenida Professor Mário Werneck;Buritis;0
443655.0;49.0;2;2.0;1;Estoril;Rua Paulo Piedade Campos;Estoril;0
1090000.0;172.0;2;1.0;3;Padre Eustáquio;Rua Curupaiti;Padre Eustáquio;0
1490000.0;139.0;4;3.0;3;Castelo;Rua Castelo Moura;Castelo;0
489000.0;112.0;2;2.0;2;Santa Mônica;Rua dos Bororós;Santa Mônica;0
1047000.0;93.0;3;2.0;2;Pampulha;Rua dos Aeroviários;Pampulha;0
1100000.0;130.0;4;2.0;2;Cruzeiro;Rua Américo Diamantino;Cruzeiro;0
690000.0;104.0;3;2.0;3;Ouro Preto;Rua Doutor Júlio Soares;Ouro Preto;0
850000.0;85.0;3;2.0;3;Santa Rosa;Rua David Alves do Vale;Santa Rosa;0
780000.0;106.0;4;2.0;2;Serrano;Rua Hélia Ricaldoni de Freitas;Serrano;0
850000.0;130.0;3;3.0;2;Manacás;Rua Francisco Magalhães Gomes;Manacás;0
888000.0;171.0;3;3.0;2;Sagrada Família;Rua João Gualberto Filho;Sagrada Família;0
890000.0;135.0;3;2.0;2;Dona Clara;Rua Etelvina Vaz de Melo;Dona Clara;0
1260000.0;205.0;3;2.0;2;Itapoã;Rua Gumercindo Couto e Silva;Itapoã;0
720000.0;89.0;3;3.0;2;Liberdade;Rua Custódio de Melo;Liberdade;0
530000.0;47.0;1;1.0;2;Buritis;Rua Deputado Fábio Vasconcelos;Buritis;0
570000.0;98.0;3;2.0;1;Cruzeiro;Rua Muzambinho;Cruzeiro;0
670000.0;85.0;3;2.0;1;União;Rua Alberto Cintra;União;0
1000000.0;186.0;4;2.0;3;Coração de Jesus;Rua Perdigão Malheiros;Coração de Jesus;0
330000.0;60.0;2;2.0;1;Santa Branca;Rua São João da Vereda;Santa Branca;0
500000.0;120.0;3;1.0;2;Prado;Rua Maranguape;Prado;0
1030000.0;116.0;3;2.0;2;Liberdade;Rua Doutor Teles;Liberdade;0
650000.0;125.0;3;2.0;2;Caiçara-Adelaide;Rua Atlas;Caiçara-Adelaide;0
1470000.0;126.0;4;3.0;3;Serra;Rua Capelinha;Serra;0
420000.0;103.0;4;1.0;1;Sagrada Família;Rua São Joaquim;Sagrada Família;0
585000.0;90.0;3;2.0;0;Lourdes;Rua dos Guajajaras;Lourdes;0
815000.0;110.0;3;2.0;1;Anchieta;Rua Adolfo Pereira;Anchieta;0
450000.0;48.0;2;2.0;1;Lagoinha;Rua Jequeri;Outros;0
980000.0;140.0;4;2.0;4;Buritis;Rua Ernani Agricola;Buritis;0
1350000.0;109.0;3;2.0;2;Santo Agostinho;Avenida do Contorno;Santo Agostinho;0
1040000.0;113.0;4;3.0;2;Castelo;Rua Castelo Lamego;Castelo;0
1900000.0;292.0;4;4.0;3;Santo Antônio;Rua Conselheiro Quintiliano Silva;Santo Antônio;0
341990.0;47.0;1;1.0;1;Havaí;Rua Zilda Gama;Havaí;0
720000.0;55.0;2;1.0;2;Liberdade;Rua Boaventura;Liberdade;0
599000.0;124.0;2;2.0;2;Planalto;Rua Terezinha Lopes de Azevedo;Planalto;0
995000.0;160.0;3;2.0;2;Santo Antônio;Rua Guilherme de Almeida;Santo Antônio;0
1240000.0;190.0;4;4.0;3;Itapoã;Rua Jornalista Waldir Lau;Itapoã;0
389000.0;86.0;2;1.0;2;Planalto;Rua José Benjamim de Castro;Planalto;0
690000.0;120.0;3;2.0;2;Santa Mônica;Rua Olavo Bilac;Santa Mônica;0
1200000.0;178.0;4;5.0;3;Liberdade;Rua Antônio Paulino de Castro;Liberdade;0
2150000.0;133.0;4;5.0;3;Funcionários;Rua Bernardo Guimarães;Funcionários;0
750000.0;72.0;2;3.0;2;Serra;Rua Monte Alegre;Serra;0
360000.0;65.0;3;1.0;1;Jardim Leblon;Rua Lagoa dos Patos;Jardim Leblon;1
405000.0;55.0;2;2.0;2;Santa Terezinha;Rua Dona Carmem;Santa Terezinha;0
1250000.0;130.0;4;4.0;3;Dona Clara;Rua Bento Mendes Castanheira;Dona Clara;0
950000.0;116.0;4;2.0;4;Ipiranga;Rua Ubaí;Ipiranga;0
1200000.0;176.0;4;1.0;2;Sion;Rua República Argentina;Sion;0
550000.0;124.0;3;3.0;2;Planalto;Rua Monsenhor Negromonte;Planalto;0
490000.0;60.0;2;2.0;2;Itapoã;Rua Engenheiro Vicente Assunção;Itapoã;0
1550000.0;106.0;3;2.0;2;Vila Paris;Rua Iraí;Vila Paris;0
450000.0;95.0;3;1.0;1;Jardim América;Rua Lindolfo de Azevedo;Jardim América;0
697000.0;66.0;3;2.0;2;Santa Inês;Rua Caiana;Santa Inês;0
1450000.0;170.0;4;3.0;1;Santo Antônio;Rua Paulo Afonso;Santo Antônio;0
980000.0;95.0;3;3.0;2;Buritis;Avenida Deputado Cristóvam Chiaradia;Buritis;0
697000.0;61.0;2;2.0;2;Barro Preto;Rua dos Tupis;Barro Preto;0
1050000.0;60.0;2;3.0;2;Santo Agostinho;Rua Juiz de Fora;Santo Agostinho;0
660000.0;70.0;3;2.0;2;Pampulha;Praça Santo Antônio;Pampulha;0
906000.0;63.0;2;2.0;2;Cidade Nova;Rua Doutor Júlio Otaviano Ferreira;Cidade Nova;0
610000.0;62.0;2;2.0;2;Nova Suíssa;Rua Corcovado;Nova Suíssa;0
970000.0;88.0;3;3.0;2;Estoril;Rua Paulo Piedade Campos;Estoril;0
570000.0;68.0;2;2.0;1;Castelo;Rua Castelo de Ajuda;Castelo;0
560000.0;150.0;4;2.0;1;Caiçaras;Rua Atalaia;Caiçaras;0
650000.0;100.0;3;2.0;1;Vila Paris;Avenida Artur Bernardes;Vila Paris;0
995000.0;105.0;4;3.0;3;Jaraguá;Rua Bacupã;Jaraguá;0
512055.0;64.0;2;2.0;2;União;Rua Otávio Otoni;União;0
693000.0;130.0;3;3.0;2;Buritis;Rua Marco Aurélio de Miranda;Buritis;0
680000.0;66.0;3;2.0;2;Manacás;Rua Francisco Magalhães Gomes;Manacás;0
550000.0;160.0;2;3.0;2;Buritis;Rua José do Patrocínio Carneiro;Buritis;0
1050000.0;125.0;4;3.0;3;Itapoã;Rua Engenheiro Vicente Assunção;Itapoã;0
535000.0;120.0;3;3.0;1;Santo Antônio;Rua Benjamim Flores;Santo Antônio;0
1340000.0;80.0;2;2.0;2;Sion;Praça Deputado Renato Azeredo;Sion;0
710000.0;85.0;3;3.0;2;Buritis;Avenida Professor Mário Werneck;Buritis;0
780000.0;55.0;2;2.0;2;Anchieta;Rua Odilon Braga;Anchieta;0
539900.0;74.0;2;2.0;1;Dom Joaquim;Rua Lauro Gomes Vidal;Outros;0
1197000.0;114.0;3;3.0;4;Nova Suíssa;Rua Maria Macedo;Nova Suíssa;0
1380000.0;98.0;3;2.0;2;Buritis;Rua Tito Guimarães;Buritis;0
1040000.0;103.0;3;1.0;2;Ipiranga;Rua Conde de Monte Cristo;Ipiranga;0
1185000.0;143.0;4;2.0;2;Sion;Rua Guaratinga;Sion;0
548071.0;56.0;2;2.0;1;Alípio de Melo;Avenida Heráclito Mourão de Miranda;Outros;0
2050000.0;190.0;4;4.0;3;Serra;Rua Caraça;Serra;0
680000.0;95.0;3;2.0;2;Castelo;Rua Elson Nunes de Souza;Castelo;0
1280000.0;147.0;4;4.0;3;Palmares;Avenida Pedro Serafim Ferreira;Palmares;0
585000.0;80.0;2;2.0;1;Serrano;Rua Shirley Regina das Chagas;Serrano;0
510000.0;120.0;2;2.0;1;Santa Efigênia;Rua Cônego Pinheiro;Santa Efigênia;0
629000.0;84.0;3;1.0;2;Ouro Preto;Rua Apucarana;Ouro Preto;0
550000.0;85.0;3;3.0;1;Sagrada Família;Rua Itajubá;Sagrada Família;0
559000.0;147.0;3;2.0;1;Luxemburgo;Rua Doutor Juvenal dos Santos;Luxemburgo;0
700000.0;130.0;4;2.0;2;Santo Antônio;Rua Professor Aníbal Mattos;Santo Antônio;0
1380000.0;125.0;4;4.0;3;União;Rua José Gaspar de Araújo;União;0
850000.0;83.0;3;2.0;1;Anchieta;Rua Francisco Deslandes;Anchieta;0
750000.0;115.0;4;3.0;1;Santa Branca;Rua Montese;Santa Branca;0
560000.0;80.0;3;1.0;2;Estoril;Rua Eugênio Vidigal Amaro;Estoril;0
2220000.0;113.0;3;3.0;2;Lourdes;Rua dos Aimorés;Lourdes;0
800000.0;90.0;3;2.0;2;Sion;Praça Miguel Chquiloff;Sion;0
1280000.0;128.0;4;4.0;3;Buritis;Rua José Hemetério Andrade;Buritis;0
1240000.0;97.0;3;3.0;3;Buritis;Rua Maria Heilbuth Surette;Buritis;0
403000.0;53.0;2;1.0;1;Estoril;Rua Deputado Dênio Moreira;Estoril;0
250000.0;65.0;3;1.0;0;Coqueiros;Rua Capanema;Outros;0
1047000.0;93.0;2;2.0;2;Pampulha;Rua dos Aeroviários;Pampulha;0
799000.0;160.0;3;3.0;2;Planalto;Rua Padre Willian Silva;Planalto;0
1100000.0;126.0;3;3.0;3;Cidade Nova;Rua Doutor Benjamim Moss;Cidade Nova;0
800000.0;97.0;3;2.0;2;São Lucas;Rua Monte Alegre;São Lucas;0
700000.0;60.0;2;1.0;2;Santo Antônio;Rua Mangabeira;Santo Antônio;0
355000.0;64.0;2;2.0;1;Santa Efigênia;Rua Domingos Sávio;Santa Efigênia;0
1200000.0;131.0;4;3.0;2;Sion;Rua da Groenlândia;Sion;0
320000.0;56.0;2;1.0;1;Piratininga;Rua Norma;Piratininga;0
1700000.0;256.0;4;3.0;2;Savassi;Rua Antônio de Albuquerque;Savassi;0
370000.0;64.0;3;1.0;1;Liberdade;Rua João Fernandes;Liberdade;0
499000.0;52.0;2;1.0;2;Santa Mônica;Rua Geralda Cirino Flor de Maio;Santa Mônica;0
620000.0;75.0;3;2.0;2;Sagrada Família;Rua São Roque;Sagrada Família;0
859000.0;130.0;3;3.0;2;Castelo;Rua Castelo de São Jorge;Castelo;0
592000.0;68.0;3;2.0;2;Santa Efigênia;Rua Abrolhos;Santa Efigênia;0
810000.0;75.0;2;2.0;2;Buritis;Rua Ignácio Alves Martins;Buritis;0
290000.0;60.0;2;1.0;1;Guarani;Rua Cipó;Outros;0
1220000.0;150.0;4;3.0;3;Vila Paris;Rua Batista de Figueiredo;Vila Paris;0
949900.0;104.0;3;3.0;2;Santa Rosa;Rua Irmã Eufêmia;Santa Rosa;0
2353597.0;121.0;3;3.0;2;Funcionários;Rua Piauí;Funcionários;0
4200000.0;200.0;4;4.0;4;Lourdes;Rua Felipe dos Santos;Lourdes;0
1420000.0;126.0;4;2.0;3;Buritis;Avenida José de Oliveira Vaz;Buritis;0
550000.0;130.0;3;3.0;1;Cruzeiro;Rua Pium-I;Cruzeiro;0
1089000.0;86.0;3;2.0;2;Santo Antônio;Rua Carlos Gomes;Santo Antônio;0
730000.0;75.0;3;2.0;2;Ouro Preto;Rua Professor Domício Murta;Ouro Preto;0
780000.0;115.0;3;2.0;3;Santa Branca;Rua das Canárias;Santa Branca;0
480000.0;105.0;2;1.0;1;Santa Terezinha;Rua Conceição da Aparecida;Santa Terezinha;0
270000.0;57.0;3;1.0;1;Santa Cruz;Rua José Cleto;Santa Cruz;0
1600000.0;198.0;4;1.0;3;Serra;Rua do Ouro;Serra;0
395000.0;62.0;2;1.0;1;Havaí;Rua Francisco Gomes da Rocha;Havaí;0
520000.0;132.0;2;1.0;1;Candelária;Rua Manoel Sampaio;Candelária;0
480000.0;120.0;3;2.0;2;Fernão Dias;Rua Doresópolis;Fernão Dias;0
