Preço;Tamanho;Quartos;Banheiros;Vagas;Bairro;Endereço
R$ 580.000;Tamanho do imóvel78 m²;Quantidade de quartos3;Quantidade de banheiros3;Quantidade de vagas de garagem2;Sagrada Família;Rua São Jerônimo
R$ 1.450.000;Tamanho do imóvel109 m²;Quantidade de quartos2;Quantidade de banheiros2;Quantidade de vagas de garagem2;Santo Agostinho;Rua Alvarenga Peixoto
R$ 749.900;Tamanho do imóvel90 m²;Quantidade de quartos3;Quantidade de banheiros2;Quantidade de vagas de garagem2;Ouro Preto;Rua Flor-de-esparódia
R$ 387.000;Tamanho do imóvel65 m²;Quantidade de quartos3;Quantidade de banheiros2;Quantidade de vagas de garagem1;Fernão Dias;Rua Queluzita
R$ 1.396.737;Tamanho do imóvel91 m²;Quantidade de quartos3;Quantidade de banheiros3;Quantidade de vagas de garagem2;Serra;Rua Serranos
R$ 625.000;Tamanho do imóvel55 m²;Quantidade de quartos2;Quantidade de banheiros2;Quantidade de vagas de garagem2;Pampulha;Rua General Aranha
R$ 1.390.000;Tamanho do imóvel120 m²;Quantidade de quartos4;Quantidade de banheiros3;Quantidade de vagas de garagem3;Buritis;Rua Professora Bartira Mourão
R$ 535.000;Tamanho do imóvel120 m²;Quantidade de quartos3;Quantidade de banheiros3;Quantidade de vagas de garagem1;Santo Antônio;Rua Benjamim Flores
R$ 480.000;Tamanho do imóvel75 m²;Quantidade de quartos3;Quantidade de banheiros2;Quantidade de vagas de garagem1;Santa Terezinha;Rua Senador Virgílio Tavara
R$ 752.674;Tamanho do imóvel71 m²;Quantidade de quartos3;Quantidade de banheiros2;Quantidade de vagas de garagem2;Padre Eustáquio;Rua Curupaiti
R$ 2.402.400;Tamanho do imóvel143 m²;Quantidade de quartos4;Quantidade de banheiros2-3;Quantidade de vagas de garagem3;Serra;Rua Gabriel Santos
R$ 1.639.000;Tamanho do imóvel599 m²;Quantidade de quartos4;Quantidade de banheiros3;N/D;Centro;Avenida Afonso Pena
R$ 850.000;Tamanho do imóvel96 m²;Quantidade de quartos3;Quantidade de banheiros3;Quantidade de vagas de garagem2;Castelo;Rua Desembargador José Satyro
R$ 545.000;Tamanho do imóvel68 m²;Quantidade de quartos3;Quantidade de banheiros2;Quantidade de vagas de garagem2;Santa Efigênia;Avenida Mem de Sá
R$ 538.000;Tamanho do imóvel59 m²;Quantidade de quartos3;Quantidade de banheiros2;Quantidade de vagas de garagem2;São Lucas;Rua Teodomiro Cruz
R$ 975.000;Tamanho do imóvel131 m²;Quantidade de quartos4;Quantidade de banheiros3;Quantidade de vagas de garagem3;União;Rua Maura
R$ 759.000;Tamanho do imóvel56 m²;Quantidade de quartos2;Quantidade de banheiros2;Quantidade de vagas de garagem2;Centro;Avenida do Contorno
R$ 1.290.000;Tamanho do imóvel40 m²;Quantidade de quartos1;Quantidade de banheiros1;Quantidade de vagas de garagem1;Savassi;Rua Antônio de Albuquerque
R$ 580.000;Tamanho do imóvel84 m²;Quantidade de quartos2;Quantidade de banheiros2;Quantidade de vagas de garagem2;Ouro Preto;Rua Professor Domício Murta
R$ 140.000;Tamanho do imóvel44 m²;Quantidade de quartos2;Quantidade de banheiros1;Quantidade de vagas de garagem1;Jardim Vitória;Rua Berenice Ribeiro de Miranda
R$ 2.580.000;Tamanho do imóvel140 m²;Quantidade de quartos4;Quantidade de banheiros3;Quantidade de vagas de garagem3;Sion;Rua La Plata
R$ 1.852.950;Tamanho do imóvel113 m²;Quantidade de quartos3;Quantidade de banheiros2;Quantidade de vagas de garagem2;Luxemburgo;Rua Guaicuí
R$ 3.205.800;Tamanho do imóvel178 m²;Quantidade de quartos3;Quantidade de banheiros3;Quantidade de vagas de garagem2;Lourdes;Rua Felipe dos Santos
R$ 850.000;Tamanho do imóvel85 m²;Quantidade de quartos3;Quantidade de banheiros1;Quantidade de vagas de garagem2;Ouro Preto;
R$ 1.816.000;Tamanho do imóvel94 m²;Quantidade de quartos3;Quantidade de banheiros3;Quantidade de vagas de garagem2;Carmo;Rua Outono
R$ 719.000;Tamanho do imóvel98 m²;Quantidade de quartos3;Quantidade de banheiros3;Quantidade de vagas de garagem1;Sion;Rua Colômbia
R$ 850.000;Tamanho do imóvel105 m²;Quantidade de quartos3;Quantidade de banheiros2;Quantidade de vagas de garagem2;Buritis;Avenida Professor Mário Werneck
R$ 990.000;Tamanho do imóvel78 m²;Quantidade de quartos2;Quantidade de banheiros2;Quantidade de vagas de garagem2;Sion;Avenida dos Bandeirantes
R$ 630.000;Tamanho do imóvel75 m²;Quantidade de quartos3;Quantidade de banheiros1;Quantidade de vagas de garagem2;Castelo;
R$ 3.120.000;Tamanho do imóvel173 m²;Quantidade de quartos4;Quantidade de banheiros5;Quantidade de vagas de garagem3;Santo Antônio;Rua São Domingos do Prata
R$ 900.000;Tamanho do imóvel75 m²;Quantidade de quartos2;Quantidade de banheiros3;Quantidade de vagas de garagem1;Belvedere;Avenida Luíz Paulo Franco
R$ 1.186.000;Tamanho do imóvel136 m²;Quantidade de quartos4;Quantidade de banheiros2;Quantidade de vagas de garagem2;São Pedro;Rua Tupaciguara
R$ 410.000;Tamanho do imóvel55 m²;Quantidade de quartos2;Quantidade de banheiros2;Quantidade de vagas de garagem2;Santa Terezinha;Rua Dona Carmem
R$ 2.700.000;Tamanho do imóvel340 m²;Quantidade de quartos4;Quantidade de banheiros4;Quantidade de vagas de garagem3;Cruzeiro;Avenida Afonso Pena
N/D;Tamanho do imóvel190-195 m²;Quantidade de quartos4;Quantidade de banheiros2-5;Quantidade de vagas de garagem2;Funcionários;Rua dos Aimorés
R$ 360.000;Tamanho do imóvel80 m²;Quantidade de quartos2;Quantidade de banheiros1;Quantidade de vagas de garagem1;Serra;Rua Gravataí
R$ 3.510.788;Tamanho do imóvel182 m²;Quantidade de quartos4;Quantidade de banheiros4;Quantidade de vagas de garagem3;Gutierrez;Rua Oscar Trompowsky
R$ 580.000;Tamanho do imóvel27 m²;Quantidade de quartos1;Quantidade de banheiros2;Quantidade de vagas de garagem2;Centro;Rua São Paulo
R$ 350.000;Tamanho do imóvel65 m²;Quantidade de quartos3;Quantidade de banheiros1;Quantidade de vagas de garagem1;Santa Branca;Rua São João da Vereda
R$ 735.000;Tamanho do imóvel76 m²;Quantidade de quartos3;Quantidade de banheiros2;Quantidade de vagas de garagem2;Ouro Preto;Rua Sena Madureira
R$ 650.000;Tamanho do imóvel125 m²;Quantidade de quartos3;Quantidade de banheiros3;Quantidade de vagas de garagem2;Esplanada;Rua Begônia
R$ 540.000;Tamanho do imóvel63 m²;Quantidade de quartos3;Quantidade de banheiros2;Quantidade de vagas de garagem2;Santa Efigênia;Avenida Mem de Sá
R$ 700.000;Tamanho do imóvel140 m²;Quantidade de quartos3;Quantidade de banheiros3;Quantidade de vagas de garagem2;Caiçara-Adelaide;Rua Antônio Cesário da Rocha
N/D;Tamanho do imóvel69 m²;Quantidade de quartos3;Quantidade de banheiros2;Quantidade de vagas de garagem1;Santa Amélia;Rua das Canárias
N/D;Tamanho do imóvel116 m²;Quantidade de quartos3;Quantidade de banheiros1;Quantidade de vagas de garagem2;Gutierrez;Rua Martim Francisco
R$ 1.695.000;Tamanho do imóvel127 m²;Quantidade de quartos4;Quantidade de banheiros2;Quantidade de vagas de garagem3;Silveira;Rua São Claret
R$ 980.000;Tamanho do imóvel80 m²;Quantidade de quartos3;Quantidade de banheiros2;Quantidade de vagas de garagem2;Savassi;Rua Professor Moraes
R$ 1.250.000;Tamanho do imóvel190 m²;Quantidade de quartos4;Quantidade de banheiros2;Quantidade de vagas de garagem2;Anchieta;Rua Samuel Pereira
R$ 900.000;Tamanho do imóvel77 m²;Quantidade de quartos3;Quantidade de banheiros2;Quantidade de vagas de garagem2;Gutierrez;Rua Almirante Alexandrino
R$ 540.000;Tamanho do imóvel55 m²;Quantidade de quartos2;Quantidade de banheiros2;Quantidade de vagas de garagem1;Santa Tereza;Rua Eurita
R$ 2.962.106;Tamanho do imóvel165 m²;Quantidade de quartos4;Quantidade de banheiros6;Quantidade de vagas de garagem3;Serra;
R$ 767.100;Tamanho do imóvel83 m²;Quantidade de quartos3;Quantidade de banheiros2;Quantidade de vagas de garagem2;Palmares;
R$ 597.000;Tamanho do imóvel59 m²;Quantidade de quartos2;Quantidade de banheiros2;Quantidade de vagas de garagem1;Palmares;
R$ 1.154.082;Tamanho do imóvel120 m²;Quantidade de quartos3;Quantidade de banheiros2;Quantidade de vagas de garagem2;Liberdade;
R$ 520.000;Tamanho do imóvel73 m²;Quantidade de quartos3;Quantidade de banheiros2;Quantidade de vagas de garagem2;Silveira;Rua São Claret
R$ 520.000;Tamanho do imóvel85 m²;Quantidade de quartos3;Quantidade de banheiros3;Quantidade de vagas de garagem2;Castelo;Rua Doutor Rubens Guimarães
R$ 625.000;Tamanho do imóvel70 m²;Quantidade de quartos2;Quantidade de banheiros2;Quantidade de vagas de garagem1;São Bento;Praça República do Líbano
N/D;Tamanho do imóvel300 m²;Quantidade de quartos4;Quantidade de banheiros3;Quantidade de vagas de garagem2;Savassi;Rua Gonçalves Dias
R$ 805.000;Tamanho do imóvel74 m²;Quantidade de quartos3;Quantidade de banheiros2;Quantidade de vagas de garagem2;Sagrada Família;
R$ 1.271.484;Tamanho do imóvel63 m²;Quantidade de quartos2;Quantidade de banheiros2;Quantidade de vagas de garagem2;Boa Viagem;Rua dos Aimorés
R$ 2.150.000;Tamanho do imóvel176 m²;Quantidade de quartos4;Quantidade de banheiros2;Quantidade de vagas de garagem2;Sion;Rua Califórnia
R$ 1.525.000;Tamanho do imóvel145 m²;Quantidade de quartos3;Quantidade de banheiros2;Quantidade de vagas de garagem3;Prado;Rua Nepomuceno
R$ 1.349.000;Tamanho do imóvel63 m²;Quantidade de quartos3;Quantidade de banheiros2;Quantidade de vagas de garagem2;Anchieta;Rua Joaquim Linhares
R$ 970.000;Tamanho do imóvel168 m²;Quantidade de quartos4;Quantidade de banheiros3;Quantidade de vagas de garagem3;Dona Clara;Rua Desembargador Fernando Bhering
R$ 1.050.000;Tamanho do imóvel140 m²;Quantidade de quartos3;Quantidade de banheiros2;Quantidade de vagas de garagem2;Itapoã;Rua Professor Baeta Viana
R$ 898.000;Tamanho do imóvel65 m²;Quantidade de quartos2;Quantidade de banheiros2;Quantidade de vagas de garagem2;Nova Granada;Rua Maria Macedo
N/D;Tamanho do imóvel360 m²;Quantidade de quartos4;Quantidade de banheiros3;Quantidade de vagas de garagem2;Serra;Rua Professor Estevão Pinto
R$ 1.170.000;Tamanho do imóvel165 m²;Quantidade de quartos3;Quantidade de banheiros3;Quantidade de vagas de garagem3;Castelo;Rua Castelo Rodrigo
R$ 1.290.000;Tamanho do imóvel135 m²;Quantidade de quartos4;Quantidade de banheiros4;Quantidade de vagas de garagem4;Jaraguá;Rua Major Americano de Souza
R$ 745.000;Tamanho do imóvel84 m²;Quantidade de quartos3;Quantidade de banheiros2;Quantidade de vagas de garagem2;Buritis;Rua Stella Hanriot
R$ 880.000;Tamanho do imóvel88 m²;Quantidade de quartos3;Quantidade de banheiros2;Quantidade de vagas de garagem1;Padre Eustáquio;Rua Dona Noemi
R$ 700.000;Tamanho do imóvel165 m²;Quantidade de quartos2;Quantidade de banheiros1;Quantidade de vagas de garagem1;Rio Branco;Rua Dalva de Matos
R$ 1.650.000;Tamanho do imóvel180 m²;Quantidade de quartos4;Quantidade de banheiros5;Quantidade de vagas de garagem3;Castelo;Rua Castelo Lamego
N/D;Tamanho do imóvel124 m²;Quantidade de quartos3;Quantidade de banheiros2;Quantidade de vagas de garagem1;Calafate;Rua Monsenhor Horta
R$ 857.115;Tamanho do imóvel61 m²;Quantidade de quartos2;Quantidade de banheiros2;Quantidade de vagas de garagem2;Prado;Rua Contria
R$ 790.600;Tamanho do imóvel89-93 m²;Quantidade de quartos3;Quantidade de banheiros2;Quantidade de vagas de garagem2;Serra;Rua Capivari
R$ 564.000;Tamanho do imóvel96 m²;Quantidade de quartos2;Quantidade de banheiros1;Quantidade de vagas de garagem2;Itapoã;Rua Líbano
R$ 3.200.000;Tamanho do imóvel225 m²;Quantidade de quartos4;Quantidade de banheiros1;Quantidade de vagas de garagem3;Gutierrez;Rua Marechal Hermes
R$ 614.904;Tamanho do imóvel59 m²;Quantidade de quartos3;Quantidade de banheiros1;Quantidade de vagas de garagem1;Ventosa;Rua Paulo Piedade Campos
R$ 230.000;Tamanho do imóvel58 m²;Quantidade de quartos2;Quantidade de banheiros1;Quantidade de vagas de garagem1;Conjunto Paulo VI;
R$ 860.000;Tamanho do imóvel25 m²;Quantidade de quartos3;Quantidade de banheiros1;Quantidade de vagas de garagem2;Aeroporto;Rua Aurélio Pires
R$ 758.990;Tamanho do imóvel61 m²;Quantidade de quartos2;Quantidade de banheiros2;Quantidade de vagas de garagem1;Pampulha;
R$ 2.000.000;Tamanho do imóvel180 m²;Quantidade de quartos4;Quantidade de banheiros5;Quantidade de vagas de garagem4;Cidade Nova;Rua Vereador Teixeira de Azeredo
R$ 1.040.000;Tamanho do imóvel62 m²;Quantidade de quartos1;Quantidade de banheiros2;Quantidade de vagas de garagem2;Funcionários;Rua Grão Pará
N/D;Tamanho do imóvel57 m²;Quantidade de quartos1;Quantidade de banheiros1;Quantidade de vagas de garagem1;Santo Agostinho;Rua dos Aimorés
R$ 3.600.000;Tamanho do imóvel275 m²;Quantidade de quartos4;Quantidade de banheiros5;Quantidade de vagas de garagem5;Savassi;Rua dos Inconfidentes
N/D;Tamanho do imóvel79 m²;Quantidade de quartos2;Quantidade de banheiros2;Quantidade de vagas de garagem2;Lourdes;Rua dos Aimorés
R$ 380.000;Tamanho do imóvel98 m²;Quantidade de quartos3;Quantidade de banheiros2;N/D;Centro;Rua dos Guaranis
R$ 1.050.000;Tamanho do imóvel114 m²;Quantidade de quartos4;Quantidade de banheiros3;Quantidade de vagas de garagem3;Graça;Rua São Bento
R$ 467.000;Tamanho do imóvel49 m²;Quantidade de quartos2;Quantidade de banheiros2;Quantidade de vagas de garagem1;Estoril;Rua Paulo Piedade Campos
R$ 599.000;Tamanho do imóvel95 m²;Quantidade de quartos3;Quantidade de banheiros3;Quantidade de vagas de garagem1;Cidade Nova;Rua Afonso Pena Júnior
R$ 830.000;Tamanho do imóvel100 m²;Quantidade de quartos3;Quantidade de banheiros2;Quantidade de vagas de garagem3;Planalto;Rua Mário Batista da Costa
R$ 899.000;Tamanho do imóvel115 m²;Quantidade de quartos4;Quantidade de banheiros3;Quantidade de vagas de garagem3;Ipiranga;Rua Vazante
N/D;Tamanho do imóvel109 m²;Quantidade de quartos3;Quantidade de banheiros3;Quantidade de vagas de garagem2;Sagrada Família;Rua Conselheiro Lafaiete
R$ 1.500.000;Tamanho do imóvel227 m²;Quantidade de quartos4;Quantidade de banheiros2;Quantidade de vagas de garagem2;Funcionários;Avenida do Contorno
R$ 640.000;Tamanho do imóvel74 m²;Quantidade de quartos3;Quantidade de banheiros2;Quantidade de vagas de garagem2;Sagrada Família;Rua São Roque
R$ 3.084.000;Tamanho do imóvel140 m²;Quantidade de quartos4;Quantidade de banheiros2;Quantidade de vagas de garagem3;Savassi;Rua Antônio de Albuquerque
R$ 3.490.000;Tamanho do imóvel178 m²;Quantidade de quartos4;Quantidade de banheiros4;Quantidade de vagas de garagem4;Santo Agostinho;Rua Paracatu
R$ 730.000;Tamanho do imóvel55 m²;Quantidade de quartos2;Quantidade de banheiros1;Quantidade de vagas de garagem2;Buritis;Rua Professora Bartira Mourão
R$ 1.500.000;Tamanho do imóvel100 m²;Quantidade de quartos2;Quantidade de banheiros3;Quantidade de vagas de garagem2;Lourdes;Rua Antônio Aleixo
R$ 690.000;Tamanho do imóvel60 m²;Quantidade de quartos2;Quantidade de banheiros1;Quantidade de vagas de garagem1;Serrano;
R$ 2.200.000;Tamanho do imóvel168 m²;Quantidade de quartos4;Quantidade de banheiros3;Quantidade de vagas de garagem3;Santo Agostinho;Rua Paracatu
R$ 639.000;Tamanho do imóvel55 m²;Quantidade de quartos3;Quantidade de banheiros2;Quantidade de vagas de garagem1;Itapoã;Rua Jornalista Waldir Lau
R$ 970.200;Tamanho do imóvel94-97 m²;Quantidade de quartos3;Quantidade de banheiros3;Quantidade de vagas de garagem3;Buritis;Rua Maria Heilbuth Surette
R$ 1.150.000;Tamanho do imóvel123 m²;Quantidade de quartos3;Quantidade de banheiros4;Quantidade de vagas de garagem3;Buritis;Rua Clementino Viana Dotti
R$ 3.444.991;Tamanho do imóvel178 m²;Quantidade de quartos4;Quantidade de banheiros3;Quantidade de vagas de garagem3;Sion;Rua Cristina
R$ 890.000;Tamanho do imóvel135 m²;Quantidade de quartos3;Quantidade de banheiros3;Quantidade de vagas de garagem2;Sion;Rua Patagônia
R$ 690.000;Tamanho do imóvel100 m²;Quantidade de quartos3;Quantidade de banheiros3;Quantidade de vagas de garagem1;Serra;Rua Trifana
R$ 3.032.253;Tamanho do imóvel116 m²;Quantidade de quartos3;Quantidade de banheiros5;Quantidade de vagas de garagem2;Savassi;Rua Pernambuco
R$ 510.000;Tamanho do imóvel90 m²;Quantidade de quartos3;Quantidade de banheiros2;Quantidade de vagas de garagem2;Buritis;Rua Engenheiro Aluísio Rocha
R$ 1.450.000;Tamanho do imóvel155 m²;Quantidade de quartos4;Quantidade de banheiros3;Quantidade de vagas de garagem2;Anchieta;Rua Muzambinho
R$ 570.000;Tamanho do imóvel79 m²;Quantidade de quartos3;Quantidade de banheiros2;Quantidade de vagas de garagem2;Santa Inês;Rua Contagem
N/D;Tamanho do imóvel100 m²;Quantidade de quartos3;Quantidade de banheiros3;Quantidade de vagas de garagem2;Santo Agostinho;Rua Ouro Preto
R$ 1.490.000;Tamanho do imóvel164 m²;Quantidade de quartos3;Quantidade de banheiros2;Quantidade de vagas de garagem2;Serra;Rua Muzambinho
N/D;Tamanho do imóvel88 m²;Quantidade de quartos3;Quantidade de banheiros2;Quantidade de vagas de garagem2;Santo Agostinho;Rua Araguari
R$ 670.000;Tamanho do imóvel102 m²;Quantidade de quartos3;Quantidade de banheiros2;Quantidade de vagas de garagem2;União;Rua Artur de Sá
R$ 650.000;Tamanho do imóvel92 m²;Quantidade de quartos3;Quantidade de banheiros2;Quantidade de vagas de garagem2;Castelo;Rua José Mendes de Carvalho
R$ 1.350.000;Tamanho do imóvel122 m²;Quantidade de quartos3;Quantidade de banheiros3;Quantidade de vagas de garagem2;Buritis;Rua Geraldo Lúcio Vasconcelos
R$ 440.000;Tamanho do imóvel64-65 m²;Quantidade de quartos2;Quantidade de banheiros2;Quantidade de vagas de garagem1;Fernão Dias;Rua José Júlio Ferreira
R$ 3.366.631;Tamanho do imóvel316 m²;Quantidade de quartos2;Quantidade de banheiros3;Quantidade de vagas de garagem4;Lourdes;Rua da Bahia
R$ 2.620.000;Tamanho do imóvel263 m²;Quantidade de quartos5;Quantidade de banheiros3;Quantidade de vagas de garagem4;Castelo;Avenida Altamiro Avelino Soares
N/D;Tamanho do imóvel83 m²;Quantidade de quartos3;Quantidade de banheiros2;Quantidade de vagas de garagem1;Paquetá;Rua Póvoa de Varzim
R$ 954.373;Tamanho do imóvel86 m²;Quantidade de quartos3;Quantidade de banheiros1;Quantidade de vagas de garagem2;Nova Suíssa;Rua Maria Macedo
R$ 2.700.000;Tamanho do imóvel138 m²;Quantidade de quartos3;Quantidade de banheiros4;Quantidade de vagas de garagem3;Serra;Rua Oriente
R$ 630.000;Tamanho do imóvel80 m²;Quantidade de quartos3;Quantidade de banheiros2;Quantidade de vagas de garagem2;Paquetá;Rua Afonso Ferreira Gomes
N/D;Tamanho do imóvel140 m²;Quantidade de quartos4;Quantidade de banheiros2;Quantidade de vagas de garagem1;Cruzeiro;Rua Bambuí
N/D;Tamanho do imóvel100 m²;Quantidade de quartos3;Quantidade de banheiros2;Quantidade de vagas de garagem2;Serra;Rua Itaparica
N/D;Tamanho do imóvel95 m²;Quantidade de quartos2;Quantidade de banheiros3;Quantidade de vagas de garagem2;Sagrada Família;Rua Genoveva de Souza
R$ 375.000;Tamanho do imóvel88 m²;Quantidade de quartos3;Quantidade de banheiros2;Quantidade de vagas de garagem1;João Pinheiro;Rua Antônio Guerra
N/D;Tamanho do imóvel215 m²;Quantidade de quartos4;Quantidade de banheiros4;Quantidade de vagas de garagem4;Belvedere;Rua Maestro Arthur Bosmans
R$ 770.000;Tamanho do imóvel22 m²;Quantidade de quartos3;Quantidade de banheiros2;Quantidade de vagas de garagem2;Ipiranga;Rua Dezoito de Julho
R$ 1.199.000;Tamanho do imóvel123 m²;Quantidade de quartos4;Quantidade de banheiros3;Quantidade de vagas de garagem3;Buritis;Rua Vitório Magnavacca
R$ 1.950.000;Tamanho do imóvel155 m²;Quantidade de quartos4;Quantidade de banheiros5;Quantidade de vagas de garagem4;Buritis;Rua Fidélis Martins
R$ 424.497;Tamanho do imóvel56 m²;Quantidade de quartos2;Quantidade de banheiros2;Quantidade de vagas de garagem1-2;João Pinheiro;Rua Mariano Procópio
